"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 05 16:28:14 GMT 2023","Sun Nov 05 16:28:14 GMT 2023","1","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest","csvTest()",""
"passed","Sun Nov 05 16:27:26 GMT 2023","Sun Nov 05 16:27:28 GMT 2023","1912","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: poiyywfu6732!PP| and name of |User: gregg|",""
"passed","Sun Nov 05 16:27:24 GMT 2023","Sun Nov 05 16:27:26 GMT 2023","1749","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: Gtrjgsgy563!!!Here| and name of |User: fill|",""
"failed","Sun Nov 05 16:26:14 GMT 2023","Sun Nov 05 16:26:27 GMT 2023","13366","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Sun Nov 05 16:28:54 GMT 2023","Sun Nov 05 16:28:56 GMT 2023","2309","","testFormQa.testForm","","testFormQa.testForm","testForm","testForm()",""
"passed","Sun Nov 05 16:27:43 GMT 2023","Sun Nov 05 16:27:43 GMT 2023","0","","allureTest.LabelsTest","","allureTest.LabelsTest","annotatedStepDynamic","annotatedStepDynamic()",""
"passed","Sun Nov 05 16:26:40 GMT 2023","Sun Nov 05 16:26:46 GMT 2023","5998","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Sun Nov 05 16:27:51 GMT 2023","Sun Nov 05 16:27:51 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test5","test5()",""
"passed","Sun Nov 05 16:29:18 GMT 2023","Sun Nov 05 16:29:22 GMT 2023","3395","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenide","shouldFirstProjectGithubFromSelenide()",""
"skipped","Sun Nov 05 16:27:52 GMT 2023","Sun Nov 05 16:27:52 GMT 2023","1","","jenkins.SkippedTest","","jenkins.SkippedTest","test2","test2()",""
"passed","Sun Nov 05 16:27:43 GMT 2023","Sun Nov 05 16:27:46 GMT 2023","3040","","allureTest.SelenideTest","","allureTest.SelenideTest","testIssueSearch","testIssueSearch()",""
"passed","Sun Nov 05 16:27:43 GMT 2023","Sun Nov 05 16:27:43 GMT 2023","1","","allureTest.LabelsTest","","allureTest.LabelsTest","testLambdaStepStatic","Создание issue для авторизованного пользователя",""
"passed","Sun Nov 05 16:27:10 GMT 2023","Sun Nov 05 16:27:16 GMT 2023","5980","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Sun Nov 05 16:27:49 GMT 2023","Sun Nov 05 16:27:51 GMT 2023","2793","","allureTest.StepsTest","","allureTest.StepsTest","testLambdaStep","testLambdaStep()",""
"failed","Sun Nov 05 16:27:51 GMT 2023","Sun Nov 05 16:27:51 GMT 2023","1","","jenkins.NegativeTest","","jenkins.NegativeTest","test4","test4()",""
"passed","Sun Nov 05 16:29:14 GMT 2023","Sun Nov 05 16:29:17 GMT 2023","2980","","test_3.github.test_Github","","test_3.github.test_Github","shouldHaveProjectGithubFromSelenide","shouldHaveProjectGithubFromSelenide()",""
"failed","Sun Nov 05 16:27:29 GMT 2023","Sun Nov 05 16:27:35 GMT 2023","5744","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","prm","prm()",""
"passed","Sun Nov 05 16:28:56 GMT 2023","Sun Nov 05 16:28:56 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test2","test2()",""
"passed","Sun Nov 05 16:28:51 GMT 2023","Sun Nov 05 16:28:54 GMT 2023","2703","","testFormQa.testForm","","testFormQa.testForm","testForm2","testForm2()",""
"passed","Sun Nov 05 16:28:15 GMT 2023","Sun Nov 05 16:28:17 GMT 2023","1286","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","downloadTest","downloadTest()",""
"passed","Sun Nov 05 16:29:09 GMT 2023","Sun Nov 05 16:29:09 GMT 2023","12","","test_3.github.TestLogin","","test_3.github.TestLogin","itShouldName","itShouldName()",""
"failed","Sun Nov 05 16:29:03 GMT 2023","Sun Nov 05 16:29:09 GMT 2023","5721","","test_3.github.TestLogin","","test_3.github.TestLogin","successfulSearchTest","successfulSearchTest()",""
"passed","Sun Nov 05 16:28:41 GMT 2023","Sun Nov 05 16:28:45 GMT 2023","3986","","pageObject.TestFormPage","","pageObject.TestFormPage","testForm","testForm()",""
"passed","Sun Nov 05 16:27:56 GMT 2023","Sun Nov 05 16:28:00 GMT 2023","3941","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdf","downloadPdf()",""
"passed","Sun Nov 05 16:26:34 GMT 2023","Sun Nov 05 16:26:40 GMT 2023","6197","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Sun Nov 05 16:27:16 GMT 2023","Sun Nov 05 16:27:22 GMT 2023","5983","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Sun Nov 05 16:26:30 GMT 2023","Sun Nov 05 16:26:32 GMT 2023","2087","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Sun Nov 05 16:28:14 GMT 2023","Sun Nov 05 16:28:15 GMT 2023","1084","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","uploadFile","uploadFile()",""
"passed","Sun Nov 05 16:26:46 GMT 2023","Sun Nov 05 16:26:52 GMT 2023","5943","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Sun Nov 05 16:26:32 GMT 2023","Sun Nov 05 16:26:34 GMT 2023","1814","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Sun Nov 05 16:28:56 GMT 2023","Sun Nov 05 16:28:56 GMT 2023","1","","testTest.TestTest","","testTest.TestTest","test1","test1()",""
"passed","Sun Nov 05 16:27:04 GMT 2023","Sun Nov 05 16:27:10 GMT 2023","5959","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Sun Nov 05 16:27:51 GMT 2023","Sun Nov 05 16:27:51 GMT 2023","0","","jenkins.PositiveTest","","jenkins.PositiveTest","test1","test1()",""
"passed","Sun Nov 05 16:28:14 GMT 2023","Sun Nov 05 16:28:14 GMT 2023","15","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTestPojo","Тест русской раскладки",""
"passed","Sun Nov 05 16:28:56 GMT 2023","Sun Nov 05 16:29:03 GMT 2023","7369","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginSuccess","testLoginSuccess()",""
"passed","Sun Nov 05 16:28:11 GMT 2023","Sun Nov 05 16:28:11 GMT 2023","113","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTest","jsonParseTest()",""
"failed","Sun Nov 05 16:27:51 GMT 2023","Sun Nov 05 16:27:51 GMT 2023","13","","jenkins.NegativeTest","","jenkins.NegativeTest","test2","test2()",""
"passed","Sun Nov 05 16:27:22 GMT 2023","Sun Nov 05 16:27:24 GMT 2023","2071","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: sgtAWI975_!| and name of |User: login|",""
"failed","Sun Nov 05 16:27:51 GMT 2023","Sun Nov 05 16:27:51 GMT 2023","6","","jenkins.NegativeTest","","jenkins.NegativeTest","test3","test3()",""
"failed","Sun Nov 05 16:29:09 GMT 2023","Sun Nov 05 16:29:14 GMT 2023","5175","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginError","testLoginError()",""
"passed","Sun Nov 05 16:28:14 GMT 2023","Sun Nov 05 16:28:14 GMT 2023","329","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","xlsParseTest","xlsParseTest()",""
"passed","Sun Nov 05 16:29:17 GMT 2023","Sun Nov 05 16:29:18 GMT 2023","1116","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenideVoidTopContributor","shouldFirstProjectGithubFromSelenideVoidTopContributor()",""
"skipped","Sun Nov 05 16:27:52 GMT 2023","Sun Nov 05 16:27:52 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test3","test3()",""
"passed","Sun Nov 05 16:28:11 GMT 2023","Sun Nov 05 16:28:11 GMT 2023","33","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest1","csvTest1()",""
"passed","Sun Nov 05 16:28:02 GMT 2023","Sun Nov 05 16:28:11 GMT 2023","8983","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPDF2","downloadPDF2()",""
"passed","Sun Nov 05 16:27:54 GMT 2023","Sun Nov 05 16:27:55 GMT 2023","1523","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","fileDownload","fileDownload()",""
"failed","Sun Nov 05 16:28:28 GMT 2023","Sun Nov 05 16:28:41 GMT 2023","12442","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadMp3","uploadMp3()",""
"skipped","Sun Nov 05 16:27:52 GMT 2023","Sun Nov 05 16:27:52 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test4","test4()",""
"skipped","Sun Nov 05 16:27:52 GMT 2023","Sun Nov 05 16:27:52 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test5","test5()",""
"passed","Sun Nov 05 16:27:52 GMT 2023","Sun Nov 05 16:27:53 GMT 2023","1982","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadFileTxt","downloadFileTxt()",""
"passed","Sun Nov 05 16:27:35 GMT 2023","Sun Nov 05 16:27:40 GMT 2023","4655","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","annotatedStepAttachments","annotatedStepAttachments()",""
"failed","Sun Nov 05 16:27:51 GMT 2023","Sun Nov 05 16:27:51 GMT 2023","1","","jenkins.NegativeTest","","jenkins.NegativeTest","test5","test5()",""
"broken","Sun Nov 05 16:28:14 GMT 2023","Sun Nov 05 16:28:14 GMT 2023","1","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","zipTest","zipTest()",""
"passed","Sun Nov 05 16:26:52 GMT 2023","Sun Nov 05 16:26:58 GMT 2023","6035","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Sun Nov 05 16:26:58 GMT 2023","Sun Nov 05 16:27:04 GMT 2023","6014","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"skipped","Sun Nov 05 16:27:51 GMT 2023","Sun Nov 05 16:27:51 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test1","test1()",""
"passed","Sun Nov 05 16:27:46 GMT 2023","Sun Nov 05 16:27:49 GMT 2023","2788","","allureTest.StepsTest","","allureTest.StepsTest","annotatedStep","annotatedStep()",""
"passed","Sun Nov 05 16:27:40 GMT 2023","Sun Nov 05 16:27:43 GMT 2023","2837","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","testLambdaStepAttachments","testLambdaStepAttachments()",""
"passed","Sun Nov 05 16:28:00 GMT 2023","Sun Nov 05 16:28:02 GMT 2023","1619","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdfAndSave","downloadPdfAndSave()",""
"passed","Sun Nov 05 16:28:11 GMT 2023","Sun Nov 05 16:28:14 GMT 2023","2684","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","pdfParseTest","pdfParseTest()",""
"failed","Sun Nov 05 16:27:51 GMT 2023","Sun Nov 05 16:27:51 GMT 2023","17","","jenkins.NegativeTest","","jenkins.NegativeTest","test1","test1()",""
"passed","Sun Nov 05 16:28:56 GMT 2023","Sun Nov 05 16:28:56 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test3","test3()",""
