"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 07 14:43:30 GMT 2023","Tue Nov 07 14:43:32 GMT 2023","1730","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadFileTxt","downloadFileTxt()",""
"broken","Tue Nov 07 14:45:22 GMT 2023","Tue Nov 07 14:45:23 GMT 2023","762","","pageObject.TestFormPage","","pageObject.TestFormPage","testForm","testForm()",""
"failed","Tue Nov 07 14:43:30 GMT 2023","Tue Nov 07 14:43:30 GMT 2023","2","","jenkins.NegativeTest","","jenkins.NegativeTest","test2","test2()",""
"skipped","Tue Nov 07 14:43:30 GMT 2023","Tue Nov 07 14:43:30 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test3","test3()",""
"passed","Tue Nov 07 14:43:49 GMT 2023","Tue Nov 07 14:43:50 GMT 2023","280","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","xlsParseTest","xlsParseTest()",""
"passed","Tue Nov 07 14:43:33 GMT 2023","Tue Nov 07 14:43:34 GMT 2023","1126","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadCucumberFile","downloadCucumberFile()",""
"passed","Tue Nov 07 14:43:23 GMT 2023","Tue Nov 07 14:43:23 GMT 2023","0","","allureTest.LabelsTest","","allureTest.LabelsTest","testLambdaStepStatic","Создание issue для авторизованного пользователя",""
"passed","Tue Nov 07 14:42:44 GMT 2023","Tue Nov 07 14:42:50 GMT 2023","5651","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Tue Nov 07 14:43:30 GMT 2023","Tue Nov 07 14:43:30 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test5","test5()",""
"passed","Tue Nov 07 14:43:25 GMT 2023","Tue Nov 07 14:43:28 GMT 2023","2279","","allureTest.StepsTest","","allureTest.StepsTest","annotatedStep","annotatedStep()",""
"passed","Tue Nov 07 14:43:21 GMT 2023","Tue Nov 07 14:43:23 GMT 2023","2019","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","testLambdaStepAttachments","testLambdaStepAttachments()",""
"broken","Tue Nov 07 14:44:52 GMT 2023","Tue Nov 07 14:45:22 GMT 2023","30147","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadMp3","uploadMp3()",""
"failed","Tue Nov 07 14:43:30 GMT 2023","Tue Nov 07 14:43:30 GMT 2023","1","","jenkins.NegativeTest","","jenkins.NegativeTest","test5","test5()",""
"passed","Tue Nov 07 14:45:24 GMT 2023","Tue Nov 07 14:45:24 GMT 2023","0","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simpleProperty1","simpleProperty1()",""
"passed","Tue Nov 07 14:45:24 GMT 2023","Tue Nov 07 14:45:24 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest","simplePropertyTest()",""
"passed","Tue Nov 07 14:43:37 GMT 2023","Tue Nov 07 14:43:44 GMT 2023","6622","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPDF2","downloadPDF2()",""
"passed","Tue Nov 07 14:42:21 GMT 2023","Tue Nov 07 14:42:27 GMT 2023","5680","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"failed","Tue Nov 07 14:43:44 GMT 2023","Tue Nov 07 14:43:49 GMT 2023","5292","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","pdfParseTest","pdfParseTest()",""
"passed","Tue Nov 07 14:43:44 GMT 2023","Tue Nov 07 14:43:44 GMT 2023","16","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest1","csvTest1()",""
"passed","Tue Nov 07 14:45:26 GMT 2023","Tue Nov 07 14:45:28 GMT 2023","1756","","testFormQa.testForm","","testFormQa.testForm","testForm2","testForm2()",""
"passed","Tue Nov 07 14:45:29 GMT 2023","Tue Nov 07 14:45:29 GMT 2023","1","","testTest.TestTest","","testTest.TestTest","test3","test3()",""
"skipped","Tue Nov 07 14:43:30 GMT 2023","Tue Nov 07 14:43:30 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test5","test5()",""
"passed","Tue Nov 07 14:45:45 GMT 2023","Tue Nov 07 14:45:47 GMT 2023","2199","","test_3.github.test_Github","","test_3.github.test_Github","shouldHaveProjectGithubFromSelenide","shouldHaveProjectGithubFromSelenide()",""
"passed","Tue Nov 07 14:43:10 GMT 2023","Tue Nov 07 14:43:11 GMT 2023","1492","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: poiyywfu6732!PP| and name of |User: gregg|",""
"passed","Tue Nov 07 14:43:18 GMT 2023","Tue Nov 07 14:43:21 GMT 2023","3697","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","annotatedStepAttachments","annotatedStepAttachments()",""
"passed","Tue Nov 07 14:45:24 GMT 2023","Tue Nov 07 14:45:24 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simpleProperty4","simpleProperty4()",""
"skipped","Tue Nov 07 14:43:30 GMT 2023","Tue Nov 07 14:43:30 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test2","test2()",""
"passed","Tue Nov 07 14:42:18 GMT 2023","Tue Nov 07 14:42:19 GMT 2023","1643","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Tue Nov 07 14:45:40 GMT 2023","Tue Nov 07 14:45:40 GMT 2023","10","","test_3.github.TestLogin","","test_3.github.TestLogin","itShouldName","itShouldName()",""
"broken","Tue Nov 07 14:43:49 GMT 2023","Tue Nov 07 14:43:49 GMT 2023","1","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","zipTest","zipTest()",""
"passed","Tue Nov 07 14:45:28 GMT 2023","Tue Nov 07 14:45:29 GMT 2023","1623","","testFormQa.testForm","","testFormQa.testForm","testForm","testForm()",""
"passed","Tue Nov 07 14:43:30 GMT 2023","Tue Nov 07 14:43:30 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test2","test2()",""
"passed","Tue Nov 07 14:43:08 GMT 2023","Tue Nov 07 14:43:10 GMT 2023","1515","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: Gtrjgsgy563!!!Here| and name of |User: fill|",""
"passed","Tue Nov 07 14:42:27 GMT 2023","Tue Nov 07 14:42:33 GMT 2023","5642","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Tue Nov 07 14:42:55 GMT 2023","Tue Nov 07 14:43:01 GMT 2023","5651","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"failed","Tue Nov 07 14:45:34 GMT 2023","Tue Nov 07 14:45:40 GMT 2023","5443","","test_3.github.TestLogin","","test_3.github.TestLogin","successfulSearchTest","successfulSearchTest()",""
"passed","Tue Nov 07 14:43:51 GMT 2023","Tue Nov 07 14:43:52 GMT 2023","973","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","downloadTest","downloadTest()",""
"passed","Tue Nov 07 14:43:23 GMT 2023","Tue Nov 07 14:43:23 GMT 2023","0","","allureTest.LabelsTest","","allureTest.LabelsTest","annotatedStepDynamic","annotatedStepDynamic()",""
"passed","Tue Nov 07 14:43:30 GMT 2023","Tue Nov 07 14:43:30 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test3","test3()",""
"passed","Tue Nov 07 14:43:50 GMT 2023","Tue Nov 07 14:43:50 GMT 2023","14","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTestPojo","Тест русской раскладки",""
