"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 06 15:46:56 GMT 2023","Mon Nov 06 15:47:02 GMT 2023","5684","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Mon Nov 06 15:49:32 GMT 2023","Mon Nov 06 15:49:32 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simpleProperty1","simpleProperty1()",""
"broken","Mon Nov 06 15:47:57 GMT 2023","Mon Nov 06 15:47:57 GMT 2023","2","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","zipTest","zipTest()",""
"skipped","Mon Nov 06 15:47:37 GMT 2023","Mon Nov 06 15:47:37 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test1","test1()",""
"passed","Mon Nov 06 15:46:39 GMT 2023","Mon Nov 06 15:46:45 GMT 2023","5659","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Mon Nov 06 15:49:34 GMT 2023","Mon Nov 06 15:49:36 GMT 2023","2004","","testFormQa.testForm","","testFormQa.testForm","testForm2","testForm2()",""
"failed","Mon Nov 06 15:49:44 GMT 2023","Mon Nov 06 15:49:50 GMT 2023","5554","","test_3.github.TestLogin","","test_3.github.TestLogin","successfulSearchTest","successfulSearchTest()",""
"passed","Mon Nov 06 15:47:35 GMT 2023","Mon Nov 06 15:47:37 GMT 2023","2161","","allureTest.StepsTest","","allureTest.StepsTest","testLambdaStep","testLambdaStep()",""
"failed","Mon Nov 06 15:49:50 GMT 2023","Mon Nov 06 15:49:54 GMT 2023","4875","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginError","testLoginError()",""
"passed","Mon Nov 06 15:47:58 GMT 2023","Mon Nov 06 15:47:59 GMT 2023","1239","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","uploadFile","uploadFile()",""
"passed","Mon Nov 06 15:47:41 GMT 2023","Mon Nov 06 15:47:44 GMT 2023","2659","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdf","downloadPdf()",""
"passed","Mon Nov 06 15:49:32 GMT 2023","Mon Nov 06 15:49:32 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest","simplePropertyTest()",""
"passed","Mon Nov 06 15:49:36 GMT 2023","Mon Nov 06 15:49:37 GMT 2023","1607","","testFormQa.testForm","","testFormQa.testForm","testForm","testForm()",""
"passed","Mon Nov 06 15:47:37 GMT 2023","Mon Nov 06 15:47:37 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test1","test1()",""
"failed","Mon Nov 06 15:47:20 GMT 2023","Mon Nov 06 15:47:25 GMT 2023","5096","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","prm","prm()",""
"passed","Mon Nov 06 15:49:37 GMT 2023","Mon Nov 06 15:49:37 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test3","test3()",""
"broken","Mon Nov 06 15:48:00 GMT 2023","Mon Nov 06 15:48:30 GMT 2023","30157","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadImages","uploadImages()",""
"passed","Mon Nov 06 15:46:33 GMT 2023","Mon Nov 06 15:46:39 GMT 2023","5688","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Mon Nov 06 15:47:58 GMT 2023","Mon Nov 06 15:47:58 GMT 2023","1","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest","csvTest()",""
"passed","Mon Nov 06 15:47:57 GMT 2023","Mon Nov 06 15:47:58 GMT 2023","268","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","xlsParseTest","xlsParseTest()",""
"passed","Mon Nov 06 15:46:45 GMT 2023","Mon Nov 06 15:46:50 GMT 2023","5652","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Mon Nov 06 15:47:52 GMT 2023","Mon Nov 06 15:47:52 GMT 2023","21","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest1","csvTest1()",""
"passed","Mon Nov 06 15:47:31 GMT 2023","Mon Nov 06 15:47:31 GMT 2023","0","","allureTest.LabelsTest","","allureTest.LabelsTest","testLambdaStepStatic","Создание issue для авторизованного пользователя",""
"passed","Mon Nov 06 15:47:08 GMT 2023","Mon Nov 06 15:47:13 GMT 2023","5655","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"broken","Mon Nov 06 15:48:30 GMT 2023","Mon Nov 06 15:49:00 GMT 2023","30139","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadText","uploadText()",""
"passed","Mon Nov 06 15:47:44 GMT 2023","Mon Nov 06 15:47:45 GMT 2023","995","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdfAndSave","downloadPdfAndSave()",""
"broken","Mon Nov 06 15:49:30 GMT 2023","Mon Nov 06 15:49:31 GMT 2023","707","","pageObject.TestFormPage","","pageObject.TestFormPage","testForm","testForm()",""
"passed","Mon Nov 06 15:47:59 GMT 2023","Mon Nov 06 15:48:00 GMT 2023","1084","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","downloadTest","downloadTest()",""
"passed","Mon Nov 06 15:47:13 GMT 2023","Mon Nov 06 15:47:15 GMT 2023","1530","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: sgtAWI975_!| and name of |User: login|",""
"passed","Mon Nov 06 15:49:58 GMT 2023","Mon Nov 06 15:50:01 GMT 2023","2870","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenide","shouldFirstProjectGithubFromSelenide()",""
"passed","Mon Nov 06 15:47:39 GMT 2023","Mon Nov 06 15:47:40 GMT 2023","910","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","fileDownload","fileDownload()",""
"skipped","Mon Nov 06 15:47:37 GMT 2023","Mon Nov 06 15:47:37 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test4","test4()",""
"passed","Mon Nov 06 15:47:58 GMT 2023","Mon Nov 06 15:47:58 GMT 2023","42","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTestPojo","Тест русской раскладки",""
"passed","Mon Nov 06 15:47:18 GMT 2023","Mon Nov 06 15:47:20 GMT 2023","1704","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: gfhvqkh656!TT| and name of |User: ruffolo|",""
"passed","Mon Nov 06 15:47:40 GMT 2023","Mon Nov 06 15:47:41 GMT 2023","1113","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadCucumberFile","downloadCucumberFile()",""
"passed","Mon Nov 06 15:47:15 GMT 2023","Mon Nov 06 15:47:16 GMT 2023","1524","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: Gtrjgsgy563!!!Here| and name of |User: fill|",""
"failed","Mon Nov 06 15:47:37 GMT 2023","Mon Nov 06 15:47:37 GMT 2023","1","","jenkins.NegativeTest","","jenkins.NegativeTest","test2","test2()",""
"skipped","Mon Nov 06 15:47:37 GMT 2023","Mon Nov 06 15:47:37 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test3","test3()",""
"passed","Mon Nov 06 15:49:32 GMT 2023","Mon Nov 06 15:49:32 GMT 2023","0","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simpleProperty4","simpleProperty4()",""
"passed","Mon Nov 06 15:47:31 GMT 2023","Mon Nov 06 15:47:33 GMT 2023","1973","","allureTest.SelenideTest","","allureTest.SelenideTest","testIssueSearch","testIssueSearch()",""
"failed","Mon Nov 06 15:47:37 GMT 2023","Mon Nov 06 15:47:37 GMT 2023","1","","jenkins.NegativeTest","","jenkins.NegativeTest","test5","test5()",""
"passed","Mon Nov 06 15:47:29 GMT 2023","Mon Nov 06 15:47:31 GMT 2023","2086","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","testLambdaStepAttachments","testLambdaStepAttachments()",""
"passed","Mon Nov 06 15:49:57 GMT 2023","Mon Nov 06 15:49:58 GMT 2023","1192","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenideVoidTopContributor","shouldFirstProjectGithubFromSelenideVoidTopContributor()",""
"failed","Mon Nov 06 15:47:37 GMT 2023","Mon Nov 06 15:47:37 GMT 2023","0","","jenkins.NegativeTest","","jenkins.NegativeTest","test3","test3()",""
"passed","Mon Nov 06 15:47:37 GMT 2023","Mon Nov 06 15:47:37 GMT 2023","0","","jenkins.PositiveTest","","jenkins.PositiveTest","test4","test4()",""
"passed","Mon Nov 06 15:49:32 GMT 2023","Mon Nov 06 15:49:32 GMT 2023","0","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest3","simplePropertyTest3()",""
"passed","Mon Nov 06 15:49:32 GMT 2023","Mon Nov 06 15:49:32 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest5","simplePropertyTest5()",""
"failed","Mon Nov 06 15:47:37 GMT 2023","Mon Nov 06 15:47:37 GMT 2023","17","","jenkins.NegativeTest","","jenkins.NegativeTest","test1","test1()",""
"passed","Mon Nov 06 15:47:52 GMT 2023","Mon Nov 06 15:47:52 GMT 2023","64","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTest","jsonParseTest()",""
"passed","Mon Nov 06 15:46:23 GMT 2023","Mon Nov 06 15:46:25 GMT 2023","1670","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"failed","Mon Nov 06 15:47:37 GMT 2023","Mon Nov 06 15:47:37 GMT 2023","1","","jenkins.NegativeTest","","jenkins.NegativeTest","test4","test4()",""
"broken","Mon Nov 06 15:47:45 GMT 2023","Mon Nov 06 15:47:45 GMT 2023","45","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","xlsParseTest","xlsParseTest()",""
"passed","Mon Nov 06 15:47:37 GMT 2023","Mon Nov 06 15:47:37 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test5","test5()",""
"failed","Mon Nov 06 15:47:52 GMT 2023","Mon Nov 06 15:47:57 GMT 2023","5299","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","pdfParseTest","pdfParseTest()",""
"passed","Mon Nov 06 15:47:45 GMT 2023","Mon Nov 06 15:47:52 GMT 2023","7240","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPDF2","downloadPDF2()",""
"passed","Mon Nov 06 15:46:26 GMT 2023","Mon Nov 06 15:46:28 GMT 2023","1525","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"skipped","Mon Nov 06 15:47:37 GMT 2023","Mon Nov 06 15:47:37 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test5","test5()",""
"passed","Mon Nov 06 15:47:33 GMT 2023","Mon Nov 06 15:47:35 GMT 2023","2000","","allureTest.StepsTest","","allureTest.StepsTest","annotatedStep","annotatedStep()",""
"skipped","Mon Nov 06 15:47:37 GMT 2023","Mon Nov 06 15:47:37 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test2","test2()",""
"passed","Mon Nov 06 15:46:50 GMT 2023","Mon Nov 06 15:46:56 GMT 2023","5664","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Mon Nov 06 15:49:37 GMT 2023","Mon Nov 06 15:49:44 GMT 2023","6553","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginSuccess","testLoginSuccess()",""
"passed","Mon Nov 06 15:49:32 GMT 2023","Mon Nov 06 15:49:32 GMT 2023","2","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePrTest","simplePrTest()",""
"passed","Mon Nov 06 15:47:16 GMT 2023","Mon Nov 06 15:47:18 GMT 2023","1900","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: poiyywfu6732!PP| and name of |User: gregg|",""
"passed","Mon Nov 06 15:47:37 GMT 2023","Mon Nov 06 15:47:37 GMT 2023","0","","jenkins.PositiveTest","","jenkins.PositiveTest","test2","test2()",""
"passed","Mon Nov 06 15:46:28 GMT 2023","Mon Nov 06 15:46:33 GMT 2023","5704","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Mon Nov 06 15:49:37 GMT 2023","Mon Nov 06 15:49:37 GMT 2023","1","","testTest.TestTest","","testTest.TestTest","test2","test2()",""
"passed","Mon Nov 06 15:47:37 GMT 2023","Mon Nov 06 15:47:39 GMT 2023","1804","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadFileTxt","downloadFileTxt()",""
