"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 07 15:19:01 GMT 2023","Tue Nov 07 15:19:04 GMT 2023","3847","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadFileTxt","downloadFileTxt()",""
"broken","Tue Nov 07 15:19:22 GMT 2023","Tue Nov 07 15:19:22 GMT 2023","67","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","xlsParseTest","xlsParseTest()",""
"passed","Tue Nov 07 15:22:06 GMT 2023","Tue Nov 07 15:22:12 GMT 2023","6346","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenide","shouldFirstProjectGithubFromSelenide()",""
"passed","Tue Nov 07 15:17:38 GMT 2023","Tue Nov 07 15:17:44 GMT 2023","6901","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"failed","Tue Nov 07 15:21:45 GMT 2023","Tue Nov 07 15:21:53 GMT 2023","7755","","test_3.github.TestLogin","","test_3.github.TestLogin","successfulSearchTest","successfulSearchTest()",""
"passed","Tue Nov 07 15:21:34 GMT 2023","Tue Nov 07 15:21:34 GMT 2023","1","","testTest.TestTest","","testTest.TestTest","test3","test3()",""
"passed","Tue Nov 07 15:18:38 GMT 2023","Tue Nov 07 15:18:44 GMT 2023","6538","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","testLambdaStepAttachments","testLambdaStepAttachments()",""
"passed","Tue Nov 07 15:17:17 GMT 2023","Tue Nov 07 15:17:24 GMT 2023","6904","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"broken","Tue Nov 07 15:19:38 GMT 2023","Tue Nov 07 15:19:38 GMT 2023","2","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","zipTest","zipTest()",""
"passed","Tue Nov 07 15:19:01 GMT 2023","Tue Nov 07 15:19:01 GMT 2023","6","","jenkins.PositiveTest","","jenkins.PositiveTest","test1","test1()",""
"passed","Tue Nov 07 15:21:17 GMT 2023","Tue Nov 07 15:21:17 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest","simplePropertyTest()",""
"failed","Tue Nov 07 15:18:23 GMT 2023","Tue Nov 07 15:18:30 GMT 2023","6803","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","prm","prm()",""
"passed","Tue Nov 07 15:21:17 GMT 2023","Tue Nov 07 15:21:17 GMT 2023","2","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simpleProperty1","simpleProperty1()",""
"passed","Tue Nov 07 15:21:53 GMT 2023","Tue Nov 07 15:21:53 GMT 2023","26","","test_3.github.TestLogin","","test_3.github.TestLogin","itShouldName","itShouldName()",""
"passed","Tue Nov 07 15:21:17 GMT 2023","Tue Nov 07 15:21:24 GMT 2023","6465","","testFormQa.testForm","","testFormQa.testForm","testForm3Faker","testForm3Faker()",""
"passed","Tue Nov 07 15:18:15 GMT 2023","Tue Nov 07 15:18:18 GMT 2023","2944","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: Gtrjgsgy563!!!Here| and name of |User: fill|",""
"passed","Tue Nov 07 15:18:05 GMT 2023","Tue Nov 07 15:18:12 GMT 2023","6691","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"failed","Tue Nov 07 15:16:49 GMT 2023","Tue Nov 07 15:17:07 GMT 2023","17747","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Tue Nov 07 15:19:19 GMT 2023","Tue Nov 07 15:19:22 GMT 2023","2556","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdfAndSave","downloadPdfAndSave()",""
"passed","Tue Nov 07 15:19:31 GMT 2023","Tue Nov 07 15:19:31 GMT 2023","67","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest1","csvTest1()",""
"passed","Tue Nov 07 15:18:44 GMT 2023","Tue Nov 07 15:18:44 GMT 2023","15","","allureTest.LabelsTest","","allureTest.LabelsTest","testLambdaStepStatic","Создание issue для авторизованного пользователя",""
"broken","Tue Nov 07 15:20:13 GMT 2023","Tue Nov 07 15:20:43 GMT 2023","30323","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadText","uploadText()",""
"broken","Tue Nov 07 15:19:43 GMT 2023","Tue Nov 07 15:20:13 GMT 2023","30292","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadImages","uploadImages()",""
"passed","Tue Nov 07 15:18:54 GMT 2023","Tue Nov 07 15:19:00 GMT 2023","5752","","allureTest.StepsTest","","allureTest.StepsTest","testLambdaStep","testLambdaStep()",""
"passed","Tue Nov 07 15:17:07 GMT 2023","Tue Nov 07 15:17:11 GMT 2023","3747","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Tue Nov 07 15:22:04 GMT 2023","Tue Nov 07 15:22:06 GMT 2023","2047","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenideVoidTopContributor","shouldFirstProjectGithubFromSelenideVoidTopContributor()",""
"passed","Tue Nov 07 15:17:24 GMT 2023","Tue Nov 07 15:17:31 GMT 2023","6759","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Tue Nov 07 15:18:44 GMT 2023","Tue Nov 07 15:18:44 GMT 2023","10","","allureTest.LabelsTest","","allureTest.LabelsTest","annotatedStepDynamic","annotatedStepDynamic()",""
"passed","Tue Nov 07 15:19:40 GMT 2023","Tue Nov 07 15:19:43 GMT 2023","2049","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","downloadTest","downloadTest()",""
"failed","Tue Nov 07 15:19:00 GMT 2023","Tue Nov 07 15:19:00 GMT 2023","12","","jenkins.NegativeTest","","jenkins.NegativeTest","test3","test3()",""
"passed","Tue Nov 07 15:19:01 GMT 2023","Tue Nov 07 15:19:01 GMT 2023","9","","jenkins.PositiveTest","","jenkins.PositiveTest","test2","test2()",""
"failed","Tue Nov 07 15:19:00 GMT 2023","Tue Nov 07 15:19:00 GMT 2023","38","","jenkins.NegativeTest","","jenkins.NegativeTest","test1","test1()",""
"failed","Tue Nov 07 15:19:32 GMT 2023","Tue Nov 07 15:19:38 GMT 2023","6473","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","pdfParseTest","pdfParseTest()",""
"broken","Tue Nov 07 15:20:43 GMT 2023","Tue Nov 07 15:21:13 GMT 2023","30271","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadMp3","uploadMp3()",""
"passed","Tue Nov 07 15:18:44 GMT 2023","Tue Nov 07 15:18:50 GMT 2023","5504","","allureTest.SelenideTest","","allureTest.SelenideTest","testIssueSearch","testIssueSearch()",""
"passed","Tue Nov 07 15:19:39 GMT 2023","Tue Nov 07 15:19:39 GMT 2023","24","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTestPojo","Тест русской раскладки",""
"skipped","Tue Nov 07 15:19:01 GMT 2023","Tue Nov 07 15:19:01 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test2","test2()",""
"broken","Tue Nov 07 15:21:15 GMT 2023","Tue Nov 07 15:21:16 GMT 2023","1139","","pageObject.TestFormPageAllure","","pageObject.TestFormPageAllure","testForm","Заполнение формы регистрации",""
"passed","Tue Nov 07 15:21:24 GMT 2023","Tue Nov 07 15:21:29 GMT 2023","5495","","testFormQa.testForm","","testFormQa.testForm","testForm2","testForm2()",""
"passed","Tue Nov 07 15:18:20 GMT 2023","Tue Nov 07 15:18:23 GMT 2023","2795","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: gfhvqkh656!TT| and name of |User: ruffolo|",""
"passed","Tue Nov 07 15:21:17 GMT 2023","Tue Nov 07 15:21:17 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest5","simplePropertyTest5()",""
"passed","Tue Nov 07 15:21:17 GMT 2023","Tue Nov 07 15:21:17 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest3","simplePropertyTest3()",""
"passed","Tue Nov 07 15:19:31 GMT 2023","Tue Nov 07 15:19:32 GMT 2023","146","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTest","jsonParseTest()",""
"skipped","Tue Nov 07 15:19:01 GMT 2023","Tue Nov 07 15:19:01 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test1","test1()",""
"broken","Tue Nov 07 15:21:13 GMT 2023","Tue Nov 07 15:21:15 GMT 2023","1443","","pageObject.TestFormPage","","pageObject.TestFormPage","testForm","testForm()",""
"passed","Tue Nov 07 15:19:38 GMT 2023","Tue Nov 07 15:19:39 GMT 2023","590","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","xlsParseTest","xlsParseTest()",""
"passed","Tue Nov 07 15:21:17 GMT 2023","Tue Nov 07 15:21:17 GMT 2023","15","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simpleProperty4","simpleProperty4()",""
"passed","Tue Nov 07 15:19:12 GMT 2023","Tue Nov 07 15:19:19 GMT 2023","7123","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdf","downloadPdf()",""
"passed","Tue Nov 07 15:21:17 GMT 2023","Tue Nov 07 15:21:17 GMT 2023","2","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePrTest","simplePrTest()",""
"passed","Tue Nov 07 15:21:59 GMT 2023","Tue Nov 07 15:22:04 GMT 2023","4951","","test_3.github.test_Github","","test_3.github.test_Github","shouldHaveProjectGithubFromSelenide","shouldHaveProjectGithubFromSelenide()",""
"failed","Tue Nov 07 15:21:53 GMT 2023","Tue Nov 07 15:21:59 GMT 2023","5900","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginError","testLoginError()",""
"passed","Tue Nov 07 15:19:22 GMT 2023","Tue Nov 07 15:19:31 GMT 2023","9676","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPDF2","downloadPDF2()",""
"skipped","Tue Nov 07 15:19:01 GMT 2023","Tue Nov 07 15:19:01 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test5","test5()",""
"passed","Tue Nov 07 15:17:58 GMT 2023","Tue Nov 07 15:18:05 GMT 2023","7074","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"skipped","Tue Nov 07 15:19:01 GMT 2023","Tue Nov 07 15:19:01 GMT 2023","1","","jenkins.SkippedTest","","jenkins.SkippedTest","test4","test4()",""
"passed","Tue Nov 07 15:17:31 GMT 2023","Tue Nov 07 15:17:38 GMT 2023","6887","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Tue Nov 07 15:19:07 GMT 2023","Tue Nov 07 15:19:12 GMT 2023","4520","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadCucumberFile","downloadCucumberFile()",""
"passed","Tue Nov 07 15:21:29 GMT 2023","Tue Nov 07 15:21:34 GMT 2023","4797","","testFormQa.testForm","","testFormQa.testForm","testForm","testForm()",""
"passed","Tue Nov 07 15:17:44 GMT 2023","Tue Nov 07 15:17:51 GMT 2023","6723","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"failed","Tue Nov 07 15:19:00 GMT 2023","Tue Nov 07 15:19:00 GMT 2023","8","","jenkins.NegativeTest","","jenkins.NegativeTest","test5","test5()",""
"skipped","Tue Nov 07 15:19:01 GMT 2023","Tue Nov 07 15:19:01 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test3","test3()",""
"passed","Tue Nov 07 15:17:11 GMT 2023","Tue Nov 07 15:17:14 GMT 2023","3074","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Tue Nov 07 15:18:12 GMT 2023","Tue Nov 07 15:18:15 GMT 2023","3041","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: sgtAWI975_!| and name of |User: login|",""
"passed","Tue Nov 07 15:19:01 GMT 2023","Tue Nov 07 15:19:01 GMT 2023","8","","jenkins.PositiveTest","","jenkins.PositiveTest","test5","test5()",""
"passed","Tue Nov 07 15:18:18 GMT 2023","Tue Nov 07 15:18:20 GMT 2023","2642","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: poiyywfu6732!PP| and name of |User: gregg|",""
"passed","Tue Nov 07 15:18:50 GMT 2023","Tue Nov 07 15:18:54 GMT 2023","4788","","allureTest.StepsTest","","allureTest.StepsTest","annotatedStep","annotatedStep()",""
"passed","Tue Nov 07 15:21:34 GMT 2023","Tue Nov 07 15:21:34 GMT 2023","1","","testTest.TestTest","","testTest.TestTest","test2","test2()",""
